"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.000407554581241353,9,67,7.43732240600604,"Mitochondrial RNA metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0000959","AT1G34160 AT1G64310 AT1G74600 AT2G13600 AT2G20540 AT3G02330 AT3G05240 AT4G32430 AT5G08490"
0.000625278323440249,20,344,3.21899613179848,"Pollen development "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009555","AT5G49150 AT2G36270 AT3G11980 AT1G64110 AT3G47440 AT4G11720 AT5G15100 AT5G16530 AT5G56110 AT1G02050 AT1G15330 AT1G62940 AT1G63990 AT1G66170 AT1G69500 AT3G13220 AT4G10950 AT4G34850 AT5G22260 AT5G55490"
0.000628515438501747,3,3,55.3667334669339,"Polyketide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030638","AT1G02050 AT4G34850 AT3G13220"
0.00128667542446765,33,806,2.26687618413005,"Cell differentiation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030154","AT1G09540 AT1G34245 AT3G13540 AT3G23250 AT5G19040 AT5G35550 AT5G49150 AT5G56110 AT1G30950 AT1G65480 AT2G41940 AT4G28650 AT5G61850 AT1G03010 AT1G64110 AT3G47440 AT4G11720 AT5G45890 AT3G24140 AT3G56960 AT1G12560 AT1G66170 AT1G79580 AT2G40470 AT2G41970 AT3G06120 AT3G20580 AT4G34940 AT5G05500 AT5G13080 AT5G46220 AT5G60740 AT5G61350"
0.00162691752812669,7,46,8.42537248409863,"Pollen wall assembly "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010208","AT3G11980 AT1G02050 AT1G62940 AT1G69500 AT3G13220 AT4G34850 AT5G22260"
0.00168098491161089,6,32,10.3812625250501,"Pollen exine formation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010584","AT3G11980 AT1G02050 AT1G62940 AT1G69500 AT3G13220 AT4G34850"
0.00168098491161089,90,3238,1.53891476591231,"Anatomical structure development "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048856","AT1G12740 AT1G18100 AT1G34245 AT2G27550 AT3G06120 AT3G13840 AT3G24140 AT3G61730 AT5G14400 AT5G16020 AT5G19040 AT5G36110 AT5G49150 AT5G53210 AT5G44120 AT1G02050 AT1G30950 AT1G65480 AT1G71692 AT1G79580 AT2G36270 AT2G41940 AT2G44990 AT3G11260 AT3G11980 AT3G57910 AT4G10350 AT4G26200 AT4G28650 AT4G34850 AT5G06760 AT5G10720 AT5G20820 AT5G51330 AT5G56110 AT5G61850 AT1G03010 AT1G64110 AT3G47440 AT3G54420 AT4G11720 AT4G34410 AT5G04500 AT5G45890 AT1G34110 AT3G26540 AT3G56960 AT4G32810 AT5G15100 AT5G16530 AT5G48940 AT5G59810 AT1G03055 AT1G04110 AT1G05510 AT1G08090 AT1G09540 AT1G12560 AT1G15330 AT1G42550 AT1G58340 AT1G62940 AT1G63990 AT1G66170 AT1G69500 AT1G72490 AT1G74360 AT2G13810 AT2G41970 AT3G13220 AT3G13540 AT3G14900 AT3G20580 AT3G22490 AT3G59030 AT4G10950 AT4G18750 AT4G34940 AT5G05500 AT5G06720 AT5G06839 AT5G13080 AT5G13910 AT5G19790 AT5G22260 AT5G46220 AT5G55490 AT5G60740 AT5G61350 AT1G48130"
0.00179126078384189,3,4,41.5250501002004,"Defense response to nematode "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0002215","AT1G74360 AT4G16260 AT5G06720"
0.0018679706324187,7,49,7.90953335241912,"Cellular component assembly involved in morphogenesis "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0010927","AT3G11980 AT1G02050 AT1G62940 AT1G69500 AT3G13220 AT4G34850 AT5G22260"
0.0018679706324187,46,1341,1.89923172220653,"Transmembrane transport "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055085","AT1G31260 AT1G53270 AT1G71870 AT1G77210 AT2G28780 AT3G13220 AT3G59030 AT4G16160 AT4G23030 AT5G15240 AT5G19410 AT5G45380 AT5G55470 AT5G60740 AT5G61520 AT1G62280 AT1G08090 AT1G09930 AT1G12480 AT1G12940 AT1G25270 AT1G58340 AT2G13620 AT2G28260 AT2G33260 AT3G02850 AT3G18200 AT3G20660 AT3G30340 AT3G30725 AT3G47440 AT3G52080 AT3G54510 AT4G10310 AT4G17970 AT4G30420 AT4G32650 AT5G15100 AT5G16530 AT5G47450 AT5G47470 AT5G53190 AT5G57090 AT5G62850 AT5G64700 AT5G65980"
0.0018679706324187,81,2855,1.57082501254699,"Multicellular organism development "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0007275","AT1G12740 AT1G18100 AT1G34245 AT2G27550 AT3G06120 AT3G13840 AT3G24140 AT3G61730 AT5G14400 AT5G16020 AT5G36110 AT5G49150 AT5G53210 AT5G44120 AT1G02050 AT1G30950 AT1G65480 AT1G71692 AT1G79580 AT2G36270 AT2G41940 AT2G44990 AT3G11260 AT3G11980 AT4G10350 AT4G26200 AT4G28650 AT4G34850 AT5G06760 AT5G10720 AT5G20820 AT5G51330 AT5G56110 AT5G61850 AT1G64110 AT3G47440 AT3G54420 AT4G11720 AT5G04500 AT5G45890 AT1G34110 AT3G26540 AT4G32810 AT5G15100 AT5G16530 AT5G48940 AT1G03055 AT1G04110 AT1G05510 AT1G08090 AT1G09540 AT1G12560 AT1G15330 AT1G42550 AT1G58340 AT1G62940 AT1G63990 AT1G66170 AT1G69500 AT1G72490 AT1G74360 AT2G13810 AT2G41970 AT3G13220 AT3G13540 AT3G14900 AT3G22490 AT3G59030 AT4G10950 AT4G18750 AT4G34410 AT5G05500 AT5G06720 AT5G06839 AT5G13080 AT5G13910 AT5G19790 AT5G22260 AT5G55490 AT5G61350 AT1G48130"
0.00203481897932734,7,51,7.59935557389288,"MRNA modification "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016556","AT1G34160 AT1G74600 AT2G13600 AT2G20540 AT3G02330 AT3G05240 AT5G08490"
0.00203481897932734,93,3419,1.50602697058346,"Developmental process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032502","AT1G09540 AT1G12740 AT1G18100 AT1G34245 AT2G27550 AT3G06120 AT3G13540 AT3G13840 AT3G23250 AT3G24140 AT3G61730 AT5G14400 AT5G16020 AT5G19040 AT5G35550 AT5G36110 AT5G49150 AT5G53210 AT5G56110 AT5G44120 AT1G02050 AT1G30950 AT1G65480 AT1G71692 AT1G79580 AT2G36270 AT2G41940 AT2G44990 AT3G11260 AT3G11980 AT3G57910 AT4G10350 AT4G26200 AT4G28650 AT4G34850 AT5G06760 AT5G10720 AT5G20820 AT5G51330 AT5G61850 AT1G03010 AT1G64110 AT3G47440 AT3G54420 AT4G11720 AT4G34410 AT5G04500 AT5G45890 AT1G34110 AT3G26540 AT3G56960 AT4G32810 AT5G15100 AT5G16530 AT5G48940 AT5G59810 AT1G03055 AT1G04110 AT1G05510 AT1G08090 AT1G12560 AT1G15330 AT1G42550 AT1G58340 AT1G62940 AT1G63990 AT1G66170 AT1G69500 AT1G72490 AT1G74360 AT2G13810 AT2G40470 AT2G41970 AT3G13220 AT3G14900 AT3G20580 AT3G22490 AT3G59030 AT4G10950 AT4G18750 AT4G34940 AT5G05500 AT5G06720 AT5G06839 AT5G13080 AT5G13910 AT5G19790 AT5G22260 AT5G46220 AT5G55490 AT5G60740 AT5G61350 AT1G48130"
0.00203481897932734,7,51,7.59935557389288,"Cellular component morphogenesis "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0032989","AT3G11980 AT1G02050 AT1G62940 AT1G69500 AT3G13220 AT4G34850 AT5G22260"
0.00274214608043227,3,5,33.2200400801603,"Response to humidity "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009270","AT3G24140 AT5G53210 AT1G12480"
0.00274214608043227,3,5,33.2200400801603,"Lactone metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901334","AT2G44990 AT4G32810 AT1G03055"
0.00274214608043227,3,5,33.2200400801603,"Lactone biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901336","AT2G44990 AT4G32810 AT1G03055"
0.00274214608043227,3,5,33.2200400801603,"Strigolactone metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901600","AT2G44990 AT4G32810 AT1G03055"
0.00274214608043227,3,5,33.2200400801603,"Strigolactone biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:1901601","AT2G44990 AT4G32810 AT1G03055"
0.00280301970201839,5,24,11.5347361389446,"Isoprenoid catabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0008300","AT1G02400 AT1G47990 AT2G44990 AT3G14440 AT4G32810"
0.00523761817402715,35,981,1.97536765682231,"Anatomical structure morphogenesis "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009653","AT1G34245 AT3G13840 AT5G19040 AT2G44990 AT3G11980 AT3G57910 AT1G03010 AT1G34110 AT3G24140 AT3G56960 AT4G32810 AT5G48940 AT1G02050 AT1G03055 AT1G04110 AT1G12560 AT1G58340 AT1G62940 AT1G69500 AT1G72490 AT2G41970 AT3G11260 AT3G13220 AT3G13540 AT3G20580 AT4G18750 AT4G34850 AT4G34940 AT5G05500 AT5G13080 AT5G22260 AT5G46220 AT5G56110 AT5G60740 AT5G61350"
0.0115387078822696,20,455,2.43370256997511,"Gametophyte development "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048229","AT5G49150 AT2G36270 AT3G11980 AT1G64110 AT3G47440 AT4G11720 AT5G15100 AT5G16530 AT5G56110 AT1G02050 AT1G15330 AT1G62940 AT1G63990 AT1G66170 AT1G69500 AT3G13220 AT4G10950 AT4G34850 AT5G22260 AT5G55490"
0.0137628057772477,2,2,55.3667334669339,"Polyketide biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0030639","AT1G02050 AT4G34850"
0.0138902433010986,9,120,4.15250501002004,"Hydrogen peroxide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042743","AT1G48130 AT1G30870 AT2G41480 AT4G16270 AT4G26010 AT4G33870 AT5G06720 AT5G19890 AT5G10530"
0.0143522020832983,5,35,7.90953335241912,"Gibberellin biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009686","AT4G02780 AT2G36690 AT1G02400 AT1G47990 AT4G21200"
0.0143522020832983,8,97,4.56632853335537,"Hydrogen peroxide catabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042744","AT1G48130 AT1G30870 AT2G41480 AT4G16270 AT4G26010 AT4G33870 AT5G06720 AT5G19890"
0.0143522020832983,25,650,2.12948974872823,"External encapsulating structure organization "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045229","AT5G15290 AT1G02460 AT1G12560 AT1G48930 AT2G33100 AT2G36710 AT3G05620 AT3G06260 AT3G11980 AT3G17060 AT3G20580 AT3G24130 AT4G18180 AT4G35670 AT5G03795 AT5G10720 AT5G20260 AT5G55590 AT1G02050 AT1G62940 AT1G69500 AT3G13220 AT3G56960 AT4G34850 AT5G22260"
0.0143522020832983,5,35,7.90953335241912,"Pollen sperm cell differentiation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0048235","AT5G49150 AT1G64110 AT3G47440 AT4G11720 AT1G66170"
0.0147170580256978,5,36,7.6898240926297,"Gibberellin metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009685","AT1G02400 AT1G47990 AT4G02780 AT2G36690 AT4G21200"
0.0147170580256978,3,9,18.4555778223113,"Carotene catabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016121","AT2G44990 AT3G14440 AT4G32810"
0.0147170580256978,3,9,18.4555778223113,"One-carbon compound transport "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019755","AT5G45380 AT3G47440 AT5G47450"
0.0147170580256978,3,9,18.4555778223113,"Terpene catabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046247","AT2G44990 AT3G14440 AT4G32810"
0.0147170580256978,6,54,6.15185927410376,"Chromosome organization involved in meiotic cell cycle "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0070192","AT4G17380 AT5G05490 AT1G22260 AT1G63990 AT1G66170 AT5G51330"
0.0161573117973039,5,37,7.48199100904512,"Sesquiterpenoid biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016106","AT2G44990 AT4G32810 AT5G23960 AT3G14440 AT1G03055"
0.0170344203513492,11,184,3.30996776161018,"Terpenoid metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006721","AT1G02400 AT1G47990 AT4G02780 AT2G36690 AT2G44990 AT4G21200 AT4G32810 AT5G23960 AT5G36110 AT3G14440 AT1G03055"
0.0175348291425514,5,38,7.28509650880709,"Diterpenoid biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016102","AT4G02780 AT2G36690 AT1G02400 AT1G47990 AT4G21200"
0.0182028320848868,3,10,16.6100200400802,"Meiotic DNA double-strand break formation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042138","AT1G63990 AT4G14180 AT1G07060"
0.0182028320848868,6,58,5.72759311726902,"Microgametogenesis "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055046","AT5G49150 AT1G64110 AT3G47440 AT4G11720 AT1G66170 AT5G22260"
0.0182028320848868,3,10,16.6100200400802,"Hydrocarbon catabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0120253","AT2G44990 AT3G14440 AT4G32810"
0.0183070298963627,10,159,3.48218449477571,"Terpenoid biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016114","AT4G02780 AT2G36690 AT2G44990 AT4G32810 AT5G23960 AT1G02400 AT1G47990 AT3G14440 AT4G21200 AT1G03055"
