"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.57155403475342e-19,29,175,9.15670857142857,"ATP metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046034","GAPC-2 PGK FBA3 TIM ATPC LOS2  MPPBETA PGK1 PKP1 ATPQ CTIMC CYTC-2 CI51 ATP5 PGIC PKP2 PDH-E1 ALPHA VHA-A CIB22 EMB1467 PDH2"
1.33588077010329e-17,37,264,7.74421212121212,"Response to cytokinin "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009735","MDH1 APX1 RBP45B ACR11 ATLFNR2  LOS1 LHCA3 PSBR PSAE-2 RPS5A LHCB4.2 TCTP1 ATL5 RPL15 RPL12C ATBBC1 ATG2 CTIMC ROC4 RPL5 AGD2 APX3 BTR1 RPS6B RPS1 GS2 RPL27 KASI GLT1 VDAC2 RPN12A RPN10 CTL1 ATGH9A1"
2.47755189015479e-17,146,3397,2.37485310568148,"Response to chemical "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042221"," GAE1 APX1 CSD1 RPT4B TPX1 CSD2 PKT3 PRXIIF PGK1 PKP1 CARA ROC4 SHM4 APX3 GRXC4 SHM2 HOT5 PKP2 MDH1 RBP45B ACR11 ATLFNR2 LOS1 LHCA3 PSBR PSAE-2 RPS5A LHCB4.2 TCTP1 ATL5 RPL15 RPL12C ATBBC1 ATG2 CTIMC RPL5 NDK1 OASA1 AGD2 BTR1 RPS6B CPN20 RPS1 GS2 RPL27 KASI GLT1 VDAC2 CTL1 TIF3H1 ANNAT1 RPN12A ATGSTU19 ATSFGH IAA16 MSD1 ATMDAR1 ATCUL1 GPX6 ASK7 ATPAP26 SAM1 GLX1 GAPC-2 PAB1 ATARCA APT1 ATS9 YchF1 GAPB mMDH1 ALDH7B4 EIF4A-2 PBG1 MDAR5 cICDH PGK FBA3 ACO3 NAP1 PAG1 OEP161 THIC RPS5 LOS2 CP29B RCA CYT1 SAP18 TRIP-1 ATPDIL2-1 ATMS2 CCT4 PAC1 ATPHS2 PPA4 emb1624 UBQ10 IIL1 GSH1 HSP90-7 IBI1 PBA1 ASP5 CCoAOMT1 RPN10 AtPPa6 PGIC ATBI-1 CKA4 MOB1A MEE63 AVP1 WSIP1 NCL EIF2 CYS6 SCE1 RCE1 CDC25 NAA10 ROC1 ATGH9A1 RUB1 SSI2"
4.41154420083176e-14,54,627,4.75888995215311,"Response to salt stress "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009651","ROC4 YchF1 SAM1 MDH1 APX1 CSD1 BTF3 COX6B ANNAT1 ACT8  mMDH1 ALDH7B4 PBG1 cICDH ATGSR2 VHA-A ACO3 NAD-ME1 CSD2 LOS2 TRIP-1 FUM1 PGD2 ATMS2 MSD1 ATPQ CTIMC EIF3E GPX6 PBA1 PAB2 SIR AtPPa6 CBSX3 CBR2 RPN11 RPS3C GS2 ALDH12A1 CTL1 AVP1 NCL CYT1 SAP18 HSP90-7 CESA1 RPN10 MPT3 ATGH9A1"
2.57353235059806e-13,56,703,4.40161593172119,"Response to osmotic stress "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006970","ROC4 YchF1 SAM1 MDH1 APX1 CSD1 BTF3 COX6B ANNAT1 ACT8  mMDH1 ALDH7B4 PBG1 cICDH ATGSR2 VHA-A ACO3 NAD-ME1 CSD2 LOS2 TRIP-1 FUM1 PGD2 ATMS2 MSD1 ATPQ CTIMC EIF3E GPX6 PBA1 PAB2 SIR AtPPa6 CBSX3 CBR2 RPN11 RPS3C GS2 ALDH12A1 CTL1 AVP1 NCL CYT1 SAP18 CYS6 HSP90-7 CESA1 RPN10 MPT3 ATGH9A1 FRO1"
7.65881774280589e-13,82,1130,4.00972743362832,"Carboxylic acid metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019752","PDH-E1 ALPHA MDH1 GLX1  FAH GAPC-2 EMB1144 cICDH ATGSR2 PGK FBA3 ACO3 NAD-ME1 TIM PKT3 LOS2 SSI2 MTHFR2 FUM1 PGD2 ATMS2 ACLB-1 FOLD2 PGK1 PKP1 CARA CER10 CTIMC SHM4 OASA1 AIM1 IBI1 SIR PAS2 SHM2 THRRS GS2 PGIC KASI PDH2 PKP2 GLT1 ALDH12A1 DHS1 FATB GGT1 GDH3 emb1075 mMDH1 mtACP2 KCR1 MOD1 FDH GDH2 MTO1 FAD2 SAHH2 IIL1 ASP5 DHS2 AGD2 ASP3 GME EMB1467 GAE1 MOB1A CTL1 CYT1 ROC4 ATBI-1 CYTB5-B"
7.65881774280589e-13,28,200,7.73584,"Ribonucleoprotein complex assembly "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022618","EIF2 GAMMA  SMD3B ARP1 RPS5A RPP0A RPL11A RPL38A ATL5 RPL23AB emb1624 RPS27B RPL5 TIF3A1 RPS10A RPB15.9 EIF2 BETA TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1"
1.14578332657421e-12,95,1883,2.78774296335635,"Oxidation-reduction process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055114","MDH1  ACO3 PKT3 FUM1 MPPBETA PGD2 ATPHS2 CYTC-2 AIM1 CI51 CBR1 PGL3 EMB1467 RPE ADNT1 PDH-E1 ALPHA APX1 SDH6 CSD1 GLX1 GAPC-2 ATLFNR2 GAPB mMDH1 ALDH7B4 FD2 NRS/ER MDAR5 mtACP2 cICDH TPX1 KCR1 ATGSTU19 MOD1 NAD-ME1 CSD2 CYP73A5 CYTB5-B SSI2 MTHFR2 MTO1 PRXIIF MSD1 FAD2 FOLD2 ATGRX4 DWF1 GHBDH ATMDAR1 CER10 CRD1 CCD1 PETC GPX6 SKU5 CIB22 APX3 CDC25 SIR CBR2 GRXC4 ATPAP26 HOT5 KASI ADG1 PDH2 PKP2 GLT1 ATB5-A ALDH12A1 FRO1 PSAO TROL"
1.6169005005289e-12,28,203,7.62151724137931,"Ribonucleoprotein complex subunit organization "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071826","EIF2 GAMMA  SMD3B ARP1 RPS5A RPP0A RPL11A RPL38A ATL5 RPL23AB emb1624 RPS27B RPL5 TIF3A1 RPS10A RPB15.9 EIF2 BETA TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1"
2.10192112345761e-12,84,1298,3.57588906009245,"Oxoacid metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043436","PDH-E1 ALPHA MDH1 GLX1  FAH GAPC-2 EMB1144 cICDH ATGSR2 PGK FBA3 ACO3 NAD-ME1 TIM PKT3 LOS2 SSI2 MTHFR2 FUM1 PGD2 ATMS2 ACLB-1 FOLD2 PGK1 PKP1 CARA CER10 CTIMC SHM4 OASA1 AIM1 IBI1 SIR PAS2 SHM2 THRRS GS2 PGIC KASI PDH2 PKP2 GLT1 ALDH12A1 DHS1 FATB GGT1 GDH3 emb1075 mMDH1 mtACP2 KCR1 MOD1 FDH GDH2 MTO1 FAD2 SAHH2 IIL1 ASP5 DHS2 AGD2 ASP3 GME EMB1467 GAE1 MOB1A CTL1 CYT1 ROC4 GSH1 PGL3 ATBI-1 CYTB5-B"
2.85403353067648e-12,84,1301,3.56764335126826,"Organic acid metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006082","PDH-E1 ALPHA MDH1 GLX1  FAH GAPC-2 EMB1144 cICDH ATGSR2 PGK FBA3 ACO3 NAD-ME1 TIM PKT3 LOS2 SSI2 MTHFR2 FUM1 PGD2 ATMS2 ACLB-1 FOLD2 PGK1 PKP1 CARA CER10 CTIMC SHM4 OASA1 AIM1 IBI1 SIR PAS2 SHM2 THRRS GS2 PGIC KASI PDH2 PKP2 GLT1 ALDH12A1 DHS1 FATB GGT1 GDH3 emb1075 mMDH1 mtACP2 KCR1 MOD1 FDH GDH2 MTO1 FAD2 SAHH2 IIL1 ASP5 DHS2 AGD2 ASP3 GME EMB1467 GAE1 MOB1A CTL1 CYT1 ROC4 GSH1 PGL3 ATBI-1 CYTB5-B"
7.87305514864283e-12,111,2378,2.57923296888141,"Response to abiotic stimulus "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009628"," GAE1 LHCB6 LHCA3 LHCB4.2 LHCA4 LHCA1 LHCA2 ROC4 LHCB5 RPB15.9 YchF1 SAM1 MDH1 APX1 CSD1 U2A' ACR11 BTF3 COX6B GGT1 ACBP6 ANNAT1 GAPB PSBS ACT8 mMDH1 ALDH7B4 PBG1 MDAR5 cICDH ATGSR2 ATGSTU19 VHA-A PGK ACO3 NAD-ME1 MSI4 FDH PAG1 CSD2 OEP161 CYP73A5 RPS5 LOS2 CP29B RCA TRIP-1 FUM1 PGD2 ATMS2 MSD1 PGK1 RPL26A ATPQ RPL23AB CTIMC EIF3E PETC GPX6 RPN2 HSP90-7 PBA1 ASP5 PAB2 SIR CHI3 AtPPa6 CBSX3 CBR2 CPN20 RPN11 RPS3C GS2 ATBI-1 THI1 RPE ALDH12A1 CTL1 AVP1 NCL LOS1 FD2 RPN12A PIN1 CKA4 CYT1 SAP18 CYS6 TCTP1 ATPHS2 GSH1 CESA1 RPN10 NAA10 MPT3 CPP1 HOT5 APE2 ADG1 ATGH9A1 FRO1"
2.11661933033167e-11,109,1906,3.15997061909759,"Small molecule metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044281","PDH-E1 ALPHA MDH1 GLX1  FAH GAPC-2 APT1 GAPB EMB1144 NRS/ER cICDH ATGSR2 PGK FBA3 ACO3 NAD-ME1 TIM ATPC PKT3 LOS2 SSI2 MTHFR2 FUM1 PGD2 ATMS2 ACLB-1 FOLD2 PGK1 PKP1 CARA ATPQ CER10 CTIMC HINT1 HMGS SHM4 OASA1 AIM1 IBI1 MI-1-P SYNTHASE SIR PAS2 ATP5 PYR6 SHM2 THRRS GS2 PGIC HOT5 KASI PDH2 PKP2 GLT1 RPE ALDH12A1 NDK1 DHS1 SAM1 FATB GGT1 GDH3 emb1075 mMDH1 mtACP2 KCR1 VHA-A MOD1 FDH THIC GDH2 CYT1 ATSFGH MTO1 FAD2 SAHH2 VTE3 IIL1 ASP5 DHS2 AGD2 ASP3 GME EMB1467 THI1 GAE1 MOB1A CTL1 CYP73A5 ROC4 GSH1 PGL3 ATBI-1 CYTB5-B"
1.81432137280376e-10,19,149,7.04606711409396,"Cellular respiration "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0045333","MDH1 ACO3  FUM1 MPPBETA CYTC-2 CI51 EMB1467 ADNT1 SDH6 mMDH1 cICDH CIB22 PKP2"
3.9043395132657e-10,27,227,6.57229955947137,"Purine ribonucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009150","PDH-E1 ALPHA GAPC-2 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PGIC PDH2 PKP2 APT1 VHA-A NDK1"
6.86941309296885e-10,29,252,6.3588253968254,"Ribonucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009259","PDH-E1 ALPHA GAPC-2 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PYR6 PGIC PDH2 PKP2 APT1 VHA-A CARA NDK1"
6.88569565844576e-10,28,245,6.31497142857143,"Purine nucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006163","PDH-E1 ALPHA GAPC-2 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PYR6 PGIC PDH2 PKP2 APT1 VHA-A NDK1"
9.72985458166688e-10,21,173,6.70737572254335,"Energy derivation by oxidation of organic compounds "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0015980","MDH1 ACO3  FUM1 MPPBETA ATPHS2 CYTC-2 CI51 EMB1467 ADNT1 SDH6 mMDH1 cICDH CIB22 ADG1 PKP2"
1.26498421985347e-09,15,72,11.5116666666667,"Glycolytic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006096","GAPC-2 PGK FBA3 TIM LOS2  PGK1 PKP1 CTIMC PGIC PKP2 PDH-E1 ALPHA PDH2"
1.26498421985347e-09,15,72,11.5116666666667,"ADP metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046031","GAPC-2 PGK FBA3 TIM LOS2  PGK1 PKP1 CTIMC PGIC PKP2 PDH-E1 ALPHA PDH2"
