"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
5.18262809084799e-25,82,1130,4.00972743362832,"Carboxylic acid metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019752","PDH-E1 ALPHA MDH1 GLX1  FAH GAPC-2 EMB1144 cICDH ATGSR2 PGK FBA3 ACO3 NAD-ME1 TIM PKT3 LOS2 SSI2 MTHFR2 FUM1 PGD2 ATMS2 ACLB-1 FOLD2 PGK1 PKP1 CARA CER10 CTIMC SHM4 OASA1 AIM1 IBI1 SIR PAS2 SHM2 THRRS GS2 PGIC KASI PDH2 PKP2 GLT1 ALDH12A1 DHS1 FATB GGT1 GDH3 emb1075 mMDH1 mtACP2 KCR1 MOD1 FDH GDH2 MTO1 FAD2 SAHH2 IIL1 ASP5 DHS2 AGD2 ASP3 GME EMB1467 GAE1 MOB1A CTL1 CYT1 ROC4 ATBI-1 CYTB5-B"
2.40023271356885e-22,84,1298,3.57588906009245,"Oxoacid metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043436","PDH-E1 ALPHA MDH1 GLX1  FAH GAPC-2 EMB1144 cICDH ATGSR2 PGK FBA3 ACO3 NAD-ME1 TIM PKT3 LOS2 SSI2 MTHFR2 FUM1 PGD2 ATMS2 ACLB-1 FOLD2 PGK1 PKP1 CARA CER10 CTIMC SHM4 OASA1 AIM1 IBI1 SIR PAS2 SHM2 THRRS GS2 PGIC KASI PDH2 PKP2 GLT1 ALDH12A1 DHS1 FATB GGT1 GDH3 emb1075 mMDH1 mtACP2 KCR1 MOD1 FDH GDH2 MTO1 FAD2 SAHH2 IIL1 ASP5 DHS2 AGD2 ASP3 GME EMB1467 GAE1 MOB1A CTL1 CYT1 ROC4 GSH1 PGL3 ATBI-1 CYTB5-B"
2.59823685899284e-22,84,1301,3.56764335126826,"Organic acid metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006082","PDH-E1 ALPHA MDH1 GLX1  FAH GAPC-2 EMB1144 cICDH ATGSR2 PGK FBA3 ACO3 NAD-ME1 TIM PKT3 LOS2 SSI2 MTHFR2 FUM1 PGD2 ATMS2 ACLB-1 FOLD2 PGK1 PKP1 CARA CER10 CTIMC SHM4 OASA1 AIM1 IBI1 SIR PAS2 SHM2 THRRS GS2 PGIC KASI PDH2 PKP2 GLT1 ALDH12A1 DHS1 FATB GGT1 GDH3 emb1075 mMDH1 mtACP2 KCR1 MOD1 FDH GDH2 MTO1 FAD2 SAHH2 IIL1 ASP5 DHS2 AGD2 ASP3 GME EMB1467 GAE1 MOB1A CTL1 CYT1 ROC4 GSH1 PGL3 ATBI-1 CYTB5-B"
2.76626175688679e-22,146,3397,2.37485310568148,"Response to chemical "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0042221"," GAE1 APX1 CSD1 RPT4B TPX1 CSD2 PKT3 PRXIIF PGK1 PKP1 CARA ROC4 SHM4 APX3 GRXC4 SHM2 HOT5 PKP2 MDH1 RBP45B ACR11 ATLFNR2 LOS1 LHCA3 PSBR PSAE-2 RPS5A LHCB4.2 TCTP1 ATL5 RPL15 RPL12C ATBBC1 ATG2 CTIMC RPL5 NDK1 OASA1 AGD2 BTR1 RPS6B CPN20 RPS1 GS2 RPL27 KASI GLT1 VDAC2 CTL1 TIF3H1 ANNAT1 RPN12A ATGSTU19 ATSFGH IAA16 MSD1 ATMDAR1 ATCUL1 GPX6 ASK7 ATPAP26 SAM1 GLX1 GAPC-2 PAB1 ATARCA APT1 ATS9 YchF1 GAPB mMDH1 ALDH7B4 EIF4A-2 PBG1 MDAR5 cICDH PGK FBA3 ACO3 NAP1 PAG1 OEP161 THIC RPS5 LOS2 CP29B RCA CYT1 SAP18 TRIP-1 ATPDIL2-1 ATMS2 CCT4 PAC1 ATPHS2 PPA4 emb1624 UBQ10 IIL1 GSH1 HSP90-7 IBI1 PBA1 ASP5 CCoAOMT1 RPN10 AtPPa6 PGIC ATBI-1 CKA4 MOB1A MEE63 AVP1 WSIP1 NCL EIF2 CYS6 SCE1 RCE1 CDC25 NAA10 ROC1 ATGH9A1 RUB1 SSI2"
5.38227671467337e-20,37,264,7.74421212121212,"Response to cytokinin "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009735","MDH1 APX1 RBP45B ACR11 ATLFNR2  LOS1 LHCA3 PSBR PSAE-2 RPS5A LHCB4.2 TCTP1 ATL5 RPL15 RPL12C ATBBC1 ATG2 CTIMC ROC4 RPL5 AGD2 APX3 BTR1 RPS6B RPS1 GS2 RPL27 KASI GLT1 VDAC2 RPN12A RPN10 CTL1 ATGH9A1"
2.33204842435535e-19,54,627,4.75888995215311,"Response to salt stress "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009651","ROC4 YchF1 SAM1 MDH1 APX1 CSD1 BTF3 COX6B ANNAT1 ACT8  mMDH1 ALDH7B4 PBG1 cICDH ATGSR2 VHA-A ACO3 NAD-ME1 CSD2 LOS2 TRIP-1 FUM1 PGD2 ATMS2 MSD1 ATPQ CTIMC EIF3E GPX6 PBA1 PAB2 SIR AtPPa6 CBSX3 CBR2 RPN11 RPS3C GS2 ALDH12A1 CTL1 AVP1 NCL CYT1 SAP18 HSP90-7 CESA1 RPN10 MPT3 ATGH9A1"
8.1031552023899e-19,111,2378,2.57923296888141,"Response to abiotic stimulus "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009628"," GAE1 LHCB6 LHCA3 LHCB4.2 LHCA4 LHCA1 LHCA2 ROC4 LHCB5 RPB15.9 YchF1 SAM1 MDH1 APX1 CSD1 U2A' ACR11 BTF3 COX6B GGT1 ACBP6 ANNAT1 GAPB PSBS ACT8 mMDH1 ALDH7B4 PBG1 MDAR5 cICDH ATGSR2 ATGSTU19 VHA-A PGK ACO3 NAD-ME1 MSI4 FDH PAG1 CSD2 OEP161 CYP73A5 RPS5 LOS2 CP29B RCA TRIP-1 FUM1 PGD2 ATMS2 MSD1 PGK1 RPL26A ATPQ RPL23AB CTIMC EIF3E PETC GPX6 RPN2 HSP90-7 PBA1 ASP5 PAB2 SIR CHI3 AtPPa6 CBSX3 CBR2 CPN20 RPN11 RPS3C GS2 ATBI-1 THI1 RPE ALDH12A1 CTL1 AVP1 NCL LOS1 FD2 RPN12A PIN1 CKA4 CYT1 SAP18 CYS6 TCTP1 ATPHS2 GSH1 CESA1 RPN10 NAA10 MPT3 CPP1 HOT5 APE2 ADG1 ATGH9A1 FRO1"
1.44721910261012e-18,56,703,4.40161593172119,"Response to osmotic stress "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006970","ROC4 YchF1 SAM1 MDH1 APX1 CSD1 BTF3 COX6B ANNAT1 ACT8  mMDH1 ALDH7B4 PBG1 cICDH ATGSR2 VHA-A ACO3 NAD-ME1 CSD2 LOS2 TRIP-1 FUM1 PGD2 ATMS2 MSD1 ATPQ CTIMC EIF3E GPX6 PBA1 PAB2 SIR AtPPa6 CBSX3 CBR2 RPN11 RPS3C GS2 ALDH12A1 CTL1 AVP1 NCL CYT1 SAP18 CYS6 HSP90-7 CESA1 RPN10 MPT3 ATGH9A1 FRO1"
5.00008880815508e-18,95,1883,2.78774296335635,"Oxidation-reduction process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0055114","MDH1  ACO3 PKT3 FUM1 MPPBETA PGD2 ATPHS2 CYTC-2 AIM1 CI51 CBR1 PGL3 EMB1467 RPE ADNT1 PDH-E1 ALPHA APX1 SDH6 CSD1 GLX1 GAPC-2 ATLFNR2 GAPB mMDH1 ALDH7B4 FD2 NRS/ER MDAR5 mtACP2 cICDH TPX1 KCR1 ATGSTU19 MOD1 NAD-ME1 CSD2 CYP73A5 CYTB5-B SSI2 MTHFR2 MTO1 PRXIIF MSD1 FAD2 FOLD2 ATGRX4 DWF1 GHBDH ATMDAR1 CER10 CRD1 CCD1 PETC GPX6 SKU5 CIB22 APX3 CDC25 SIR CBR2 GRXC4 ATPAP26 HOT5 KASI ADG1 PDH2 PKP2 GLT1 ATB5-A ALDH12A1 FRO1 PSAO TROL"
1.00641506696247e-17,58,786,4.07741475826972,"Small molecule biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044283"," EMB1144 ATGSR2 PGK TIM MTHFR2 ATMS2 ACLB-1 PGK1 CARA CER10 CTIMC SHM4 OASA1 MI-1-P SYNTHASE SIR PAS2 SHM2 GS2 PGIC KASI GLT1 DHS1 FATB GGT1 APT1 mtACP2 KCR1 MOD1 FDH THIC PKT3 SSI2 MTO1 FAD2 VTE3 NDK1 IIL1 DHS2 AGD2 GME EMB1467 THI1 GAE1 MOB1A CYP73A5 CYT1 ROC4 AIM1 PKP2 CYTB5-B FBA3 GAPC-2"
1.14092599973257e-17,29,175,9.15670857142857,"ATP metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046034","GAPC-2 PGK FBA3 TIM ATPC LOS2  MPPBETA PGK1 PKP1 ATPQ CTIMC CYTC-2 CI51 ATP5 PGIC PKP2 PDH-E1 ALPHA VHA-A CIB22 EMB1467 PDH2"
2.43194394639588e-15,45,546,4.55406593406593,"Ribonucleoprotein complex biogenesis "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022613","EIF2 GAMMA  SMD3B RPL34A ARP1 RPL7A RPL14A CP29B RPS5A RPP0A RPL11A RPL38A ATL5 RPL26A ATG2 RPL23AB emb1624 RPS27B RPL1 RPL5 TIF3A1 ATRLI2 RPS10A RPB15.9 PES EIF2 BETA RPS21C RAN3 TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1 ATARCA RPS5"
4.42874284572806e-15,28,200,7.73584,"Ribonucleoprotein complex assembly "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0022618","EIF2 GAMMA  SMD3B ARP1 RPS5A RPP0A RPL11A RPL38A ATL5 RPL23AB emb1624 RPS27B RPL5 TIF3A1 RPS10A RPB15.9 EIF2 BETA TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1"
6.32733149982175e-15,28,203,7.62151724137931,"Ribonucleoprotein complex subunit organization "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0071826","EIF2 GAMMA  SMD3B ARP1 RPS5A RPP0A RPL11A RPL38A ATL5 RPL23AB emb1624 RPS27B RPL5 TIF3A1 RPS10A RPB15.9 EIF2 BETA TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1"
2.13099909948089e-13,46,644,3.94685714285714,"Cellular protein-containing complex assembly "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0034622","EIF2 GAMMA  HTR2 SMD3B ATS9 ARP1 RPT4B RPT1A NAP1 RPS5A RPP0A RPL11A RPL38A RPT5A ATL5 RPL23AB emb1624 RPS27B RPL5 TIF3A1 RPS10A RPN10 RPB15.9 EIF2 BETA RPT3 ATMAP65-1 TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1 PSBR RPN12A LHCB5 CYP20-2"
2.20094320880799e-13,29,252,6.3588253968254,"Ribonucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009259","PDH-E1 ALPHA GAPC-2 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PYR6 PGIC PDH2 PKP2 APT1 VHA-A CARA NDK1"
4.01314027887599e-13,49,738,3.66875880758808,"Protein-containing complex assembly "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0065003","EIF2 GAMMA  HTR2 SMD3B ATS9 ARP1 RPT4B RPT1A NAP1 RPS5A RPP0A RPL11A RPL38A RPT5A ATL5 RPL23AB emb1624 RPS27B RPL5 SAR1A TIF3A1 RPS10A RPN10 RPB15.9 EIF2 BETA RPT3 FUM1 ATMAP65-1 TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1 PSBR RPN12A LHCB5 CYP20-2 CPN20"
5.18070506344939e-13,29,261,6.13955555555556,"Ribose phosphate metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0019693","PDH-E1 ALPHA GAPC-2 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PYR6 PGIC PDH2 PKP2 APT1 VHA-A CARA NDK1"
6.64750913991653e-13,43,589,4.03396943972835,"Organic acid biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0016053"," EMB1144 ATGSR2 MTHFR2 ATMS2 ACLB-1 CARA CER10 SHM4 OASA1 SIR PAS2 SHM2 GS2 KASI GLT1 DHS1 FATB GGT1 mtACP2 KCR1 MOD1 FDH PKT3 SSI2 MTO1 FAD2 IIL1 DHS2 AGD2 GME EMB1467 GAE1 MOB1A CYT1 ROC4 AIM1 PKP2 CYTB5-B"
6.64750913991653e-13,77,1630,2.6102527607362,"Cellular component biogenesis "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0044085","EIF2 GAMMA  HTR2 WLIM1 SMD3B RPL34A ATS9 ARP1 RPT4B RPT1A RPL7A NAP1 RPL14A CP29B RPS5A RPP0A RPL11A RPL38A RPT5A ATL5 RPL26A ATG2 RPL23AB emb1624 RPS27B RPL1 RPL5 SAR1A PUX4 TIF3A1 ATRLI2 RPS10A CESA1 RPN10 RPB15.9 PES EIF2 BETA RPS21C RAN3 RPT3 FUM1 GAUT1 ATMAP65-1 TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E XTH9 RUXF TIF3K1 PSBR ATARCA RPN12A RPS5 RABH1B DWF1 CER10 CURT1A LHCB5 CYP20-2 CPN20"
6.64750913991653e-13,43,589,4.03396943972835,"Carboxylic acid biosynthetic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0046394"," EMB1144 ATGSR2 MTHFR2 ATMS2 ACLB-1 CARA CER10 SHM4 OASA1 SIR PAS2 SHM2 GS2 KASI GLT1 DHS1 FATB GGT1 mtACP2 KCR1 MOD1 FDH PKT3 SSI2 MTO1 FAD2 IIL1 DHS2 AGD2 GME EMB1467 GAE1 MOB1A CYT1 ROC4 AIM1 PKP2 CYTB5-B"
6.64750913991653e-13,28,245,6.31497142857143,"Purine nucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006163","PDH-E1 ALPHA GAPC-2 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PYR6 PGIC PDH2 PKP2 APT1 VHA-A NDK1"
7.08235705637402e-13,27,227,6.57229955947137,"Purine ribonucleotide metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009150","PDH-E1 ALPHA GAPC-2 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PGIC PDH2 PKP2 APT1 VHA-A NDK1"
1.61694758332282e-12,21,131,8.8578320610687,"Translational initiation "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0006413","EIF2 GAMMA  EIF4A-2 EIF2 TRIP-1 EIF3E TIF3A1 ATRLI2 RPB15.9 EIF2 BETA PAB2 TIF3H1 EIF3G1 emb1624 EIF4E1 TIF3K1 NCBP eIFiso4G1 PFL"
1.63731373751079e-12,29,275,5.82699636363636,"Purine-containing compound metabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0072521","PDH-E1 ALPHA GAPC-2 APT1 PGK FBA3  TIM ATPC LOS2 ACLB-1 PGK1 PKP1 ATPQ CTIMC HINT1 HMGS ATP5 PYR6 PGIC PDH2 PKP2 VHA-A SAHH2 NDK1"
2.20078562216455e-12,51,835,3.37491736526946,"Protein-containing complex subunit organization "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0043933","EIF2 GAMMA  HTR2 SMD3B ATS9 ARP1 RPT4B RPT1A NAP1 RPS5A RPP0A RPL11A RPL38A RPT5A ATL5 RPL23AB emb1624 RPS27B RPL5 SAR1A TIF3A1 ATRLI2 RPS10A RPN10 RPB15.9 EIF2 BETA RPT3 FUM1 ATMAP65-1 TIF3H1 EIF2 TRIP-1 EIF3G1 EIF3E RUXF TIF3K1 PSBR RPN12A TCTP1 LHCB5 CYP20-2 CPN20"
3.43873895273931e-12,86,2011,2.36301143709597,"Catabolic process "," http://amigo.geneontology.org/cgi-bin/amigo/term_details?term=GO:0009056","CLPP5 APX1 GLX1  FAH CLPR2 GAPC-2 PAB1 EMB2719 PBC1 ATS9 RUB1 RPT4B PAF2 Y14 PBG1 RPN12A TPX1 CLPP3 PGK FBA3 TIM PAG1 PKT3 RPL40B LOS2 PGD2 PRXIIF PGK1 UBC19 PAC1 PBD1 PKP1 ATPHS2 CTIMC PBF1 CCD1 ATCUL1 PUX4 UBQ10 SHM4 RPN7 AIM1 2 PBA1 APX3 RPN10 UBC22 RPB15.9 ROC1 RPN11 SHM2 PGIC HOT5 UBC27 PKP2 UBC7 RPE ALDH12A1 BXL4 PAB2 PDH-E1 ALPHA MEE63 CTL1 GGT1 GDH3 RPT1A LSM7 GDH2 ATSFGH RPT5A SAHH2 ATPAP26 ATGH9A1 PDH2 RPT3 ATGSTU19 ATMDAR1"
