query_id;subject_id;dN;dS;dNdS;perc_identity;num_ident_matches;alig_length;mismatches;gap_openings;n_gaps;pos_match;ppos;q_start;q_end;q_len;qcov;qcovhsp;s_start;s_end;s_len;evalue;bit_score;score_raw
ENST00000022615;ENSPPAT00000045532;0.001413;0.007117;0.1985;99.298;283;285;1;1;1;283;99.3;1;284;284;100;100;1;285;285;0;570;1470
ENST00000023064;ENSPPAT00000057866;0.006889;0.0265;0.2599;98.566;481;488;7;0;0;485;99.39;1;488;488;100;100;1;488;488;0;968;2503
ENST00000023939;ENSPPAT00000029804;0.004135;0.02199;0.1881;99.11;334;337;3;0;0;336;99.7;1;337;337;100;100;1;337;337;0;686;1769
ENST00000024061;ENSPPAT00000034407;0.00494;0.02617;0.1888;98.875;791;800;8;1;1;794;99.25;1;799;799;100;100;1;800;800;0;1622;4201
ENST00000025008;ENSPPAT00000057577;0.001314;0.006642;0.1979;99.687;1590;1595;5;0;0;1592;99.81;1;1595;1595;100;100;1;1595;1595;0;3247;8420
ENST00000025301;ENSPPAT00000045449;0.00583;0.006579;0.8862;98.633;1876;1902;23;1;3;1884;99.05;1;1902;1902;100;100;1;1899;1899;0;3866;10025
ENST00000025399;ENSPPAT00000050036;0;0.008893;0;96.429;351;364;0;1;13;351;96.43;1;364;364;100;100;1;351;351;0;715;1846
ENST00000026218;ENSPPAT00000059016;0.01962;0.03463;0.5667;95.532;727;761;26;1;8;730;95.93;1;761;761;100;100;1;753;753;0;1425;3688
ENST00000027335;ENSPPAT00000049343;0.01809;0.03945;0.4587;97.03;784;808;23;1;1;793;98.14;27;833;833;97;97;3;810;810;0;1605;4157
ENST00000029410;ENSPPAT00000064821;0;0.02378;0;100;328;328;0;0;0;328;100;1;328;328;100;100;1;328;328;0;681;1756
ENST00000031146;ENSPPAT00000038594;0;0.01221;0;100;242;242;0;0;0;242;100;1;242;242;100;100;1;242;242;4.02e-172;474;1219
ENST00000033079;ENSPPAT00000041748;0.001646;0.004383;0.3755;97.231;913;939;3;2;23;914;97.34;1;916;916;100;100;1;939;939;0;1846;4782
ENST00000034275;ENSPPAT00000059009;0.002046;0.0118;0.1734;99.6;498;500;2;0;0;498;99.6;1;500;500;100;100;1;500;500;0;1013;2618
ENST00000035307;ENSPPAT00000018883;0.001333;0.007872;0.1694;99.741;771;773;2;0;0;772;99.87;1;773;773;100;100;1;773;773;0;1557;4032
ENST00000035383;ENSPPAT00000064019;0.0002655;0.002673;0.09933;96.489;1484;1538;7;1;47;1487;96.68;1;1538;1538;100;100;6;1496;1496;0;3046;7897
ENST00000037243;ENSPPAT00000042919;0;0.009231;0;100;118;118;0;0;0;118;100;1;118;118;100;100;1;118;118;9.51e-85;243;619
ENST00000037502;ENSPPAT00000061793;0.008432;0.02193;0.3845;98.413;496;504;8;0;0;499;99.01;2;505;505;99;99;2;505;505;0;1027;2655
ENST00000037869;ENSPPAT00000048874;0.07645;0.2328;0.3284;82.517;118;143;21;1;4;126;88.11;1;139;139;100;100;1;143;143;3.04e-80;233;594
ENST00000038176;ENSPPAT00000034199;0.001626;0.01145;0.142;99.349;915;921;3;1;3;916;99.46;1;918;918;100;100;1;921;921;0;1910;4949
ENST00000039007;ENSPPAT00000037849;0.001432;0.008683;0.1649;99.718;354;355;1;0;0;354;99.72;1;355;355;100;100;1;355;355;0;736;1900
ENST00000039989;ENSPPAT00000050332;0.002356;0.003519;0.6696;94.245;1130;1199;12;2;57;1135;94.66;1;1142;1142;100;100;1;1199;1199;0;2333;6046
ENST00000040584;ENSPPAT00000043129;0.001615;0.004157;0.3885;99.588;242;243;1;0;0;242;99.59;1;243;243;100;100;1;243;243;0;504;1297
ENST00000040877;ENSPPAT00000032390;0.004617;0.01899;0.2431;98.974;1350;1364;14;0;0;1356;99.41;259;1622;1622;84;84;1;1364;1364;0;2781;7210
ENST00000042931;ENSPPAT00000050688;0.001982;0.01523;0.1301;99.608;508;510;2;0;0;508;99.61;1;510;510;100;100;1;510;510;0;1039;2687
ENST00000043402;ENSPPAT00000006318;0.009902;0.03268;0.303;99.151;467;471;4;0;0;467;99.15;4;474;474;99;99;2;472;472;0;931;2406
ENST00000044462;ENSPPAT00000029480;0;0.007791;0;100;262;262;0;0;0;262;100;1;262;262;100;100;1;262;262;0;540;1392
ENST00000045083;ENSPPAT00000043839;0.005123;0.01317;0.3891;98.733;935;947;10;1;2;938;99.05;1;947;947;100;100;5;949;949;0;1905;4934
ENST00000046087;ENSPPAT00000036627;0.004861;0.01174;0.414;98.864;348;352;4;0;0;350;99.43;1;352;352;100;100;1;352;352;0;721;1860
ENST00000046640;ENSPPAT00000051199;0.005995;0.02266;0.2645;98.641;363;368;5;0;0;367;99.73;1;368;368;100;100;1;368;368;0;733;1891
ENST00000046794;ENSPPAT00000047790;0.01171;0.02006;0.5838;98.315;525;534;9;0;0;526;98.5;1;534;534;100;100;1;534;534;0;1054;2725
ENST00000052569;ENSPPAT00000062026;0.002243;0.00648;0.3462;97.84;453;463;2;1;8;453;97.84;1;455;455;100;100;1;463;463;0;914;2362
ENST00000052754;ENSPPAT00000056043;0;0.01387;0;100;360;360;0;0;0;360;100;1;360;360;100;100;1;360;360;0;738;1904
ENST00000053243;ENSPPAT00000046985;0.005475;0;NA;98.919;183;185;2;0;0;184;99.46;1;185;185;100;100;1;185;185;2.49e-135;376;965
ENST00000053468;ENSPPAT00000059826;0.002498;0.0208;0.1201;99.505;201;202;1;0;0;201;99.5;1;202;202;100;100;1;202;202;2.38e-150;415;1067
ENST00000053469;ENSPPAT00000054198;0;0.02667;0;100;202;202;0;0;0;202;100;1;202;202;100;100;1;202;202;1.64e-150;416;1068
ENST00000053867;ENSPPAT00000043107;0.004073;0.0068;0.599;99.158;589;594;5;0;0;591;99.49;1;594;594;100;100;1;594;594;0;1171;3029
ENST00000054650;ENSPPAT00000052543;0.006727;0.01401;0.4802;98.605;212;215;3;0;0;213;99.07;26;240;240;90;90;1;215;215;5.22e-156;432;1110
ENST00000054666;ENSPPAT00000019181;0.04613;0.05344;0.8633;100;88;88;0;0;0;88;100;7;94;101;87;87;1;88;117;1.37e-59;178;452
ENST00000054668;ENSPPAT00000033740;0;0.01433;0;100;140;140;0;0;0;140;100;1;140;140;100;100;1;140;140;6.9e-103;290;742
ENST00000055077;ENSPPAT00000058723;0.001551;0.02285;0.06789;90.141;320;355;1;1;34;320;90.14;1;355;355;100;100;1;321;321;0;648;1672
ENST00000055335;ENSPPAT00000032068;0.003943;0.01632;0.2415;95.324;632;663;2;1;29;633;95.48;138;800;800;83;83;9;642;642;0;1228;3178
ENST00000055682;ENSPPAT00000016932;0.001316;0.01207;0.109;99.736;1513;1517;4;0;0;1513;99.74;1;1517;1517;100;100;1;1517;1517;0;3125;8102
ENST00000056217;ENSPPAT00000028546;0.004637;0.01049;0.4421;99.061;1583;1598;15;0;0;1587;99.31;1;1598;1598;100;100;1;1598;1598;0;3208;8317
ENST00000056233;ENSPPAT00000031001;0.007958;0.01601;0.4971;98.265;623;634;11;0;0;628;99.05;62;695;695;91;91;1;634;634;0;1281;3316
ENST00000057513;ENSPPAT00000015453;0.002726;0.009206;0.2961;99.691;323;324;1;0;0;323;99.69;1;324;326;99;99;1;324;326;0;657;1695
ENST00000061240;ENSPPAT00000054934;0.001851;0.02319;0.0798;97.396;1010;1037;4;1;23;1011;97.49;1;1014;1014;100;100;1;1037;1037;0;2094;5425
ENST00000062104;ENSPPAT00000061117;0;0;NA;100;82;82;0;0;0;82;100;1;82;82;100;100;1;82;82;2.57e-55;165;418
ENST00000064571;ENSPPAT00000035251;0;0.008596;0;100;202;202;0;0;0;202;100;1;202;202;100;100;1;202;202;6.27e-149;412;1058
ENST00000064724;ENSPPAT00000027898;0.002046;0.02233;0.09165;99.519;207;208;1;0;0;207;99.52;1;208;208;100;100;1;208;208;1.37e-148;411;1057
ENST00000064780;ENSPPAT00000038229;0.004703;0.01076;0.437;99.072;427;431;4;0;0;427;99.07;1;431;431;100;100;1;431;431;0;857;2213
ENST00000066544;ENSPPAT00000048609;0.0006101;0.001204;0.5066;99.158;824;831;1;1;6;824;99.16;1;825;825;100;100;1;831;831;0;1707;4421
ENST00000070846;ENSPPAT00000032191;0.0136;0.03287;0.4138;96.246;846;879;17;3;16;849;96.59;4;882;882;99;99;1;863;863;0;1730;4481
ENST00000072516;ENSPPAT00000010048;0;0.009008;0;100;571;571;0;0;0;571;100;1;571;571;100;100;1;571;571;0;1185;3066
ENST00000072644;ENSPPAT00000048451;0.001605;0.003425;0.4687;99.674;306;307;1;0;0;306;99.67;1;307;307;100;100;1;307;307;0;631;1628
ENST00000072869;ENSPPAT00000045395;0.004779;0.009937;0.481;99.043;621;627;6;0;0;624;99.52;1;627;627;100;100;1;627;627;0;1257;3253
ENST00000074304;ENSPPAT00000036824;0.006927;0.01629;0.4252;98.061;961;980;8;3;11;962;98.16;1;978;978;100;100;1;971;971;0;1980;5130
ENST00000075120;ENSPPAT00000013650;0.02458;0.05572;0.4411;95.161;472;496;23;1;1;485;97.78;2;497;497;99;99;2;496;496;0;951;2459
ENST00000075503;ENSPPAT00000047092;0.005491;0.009595;0.5723;98.818;418;423;5;0;0;421;99.53;1;423;423;100;100;1;423;423;0;857;2215
ENST00000078429;ENSPPAT00000054532;0;0.009751;0;100;320;320;0;0;0;320;100;41;360;360;89;89;1;320;320;0;664;1713
ENST00000078445;ENSPPAT00000045618;0.005687;0.02206;0.2578;98.54;405;411;6;0;0;406;98.78;52;462;462;89;89;9;419;419;0;814;2102
ENST00000078527;ENSPPAT00000043036;0.00188;0.003858;0.4872;99.595;492;494;2;0;0;492;99.6;1;494;494;100;100;1;494;494;0;993;2566
ENST00000080059;ENSPPAT00000061504;0.02189;0.02549;0.8591;96.862;957;988;16;2;15;960;97.17;7;992;992;99;99;7;981;981;0;1908;4943
ENST00000081029;ENSPPAT00000009754;0.002169;0.01886;0.115;99.383;322;324;2;0;0;324;100;1;324;324;100;100;1;324;324;0;657;1696
ENST00000083182;ENSPPAT00000042590;0.0008628;0;NA;99.829;585;586;1;0;0;586;100;1;586;586;100;100;1;586;586;0;1206;3119
ENST00000084798;ENSPPAT00000033708;0;0.002999;0;100;329;329;0;0;0;329;100;1;329;329;100;100;1;329;329;0;665;1716
ENST00000085219;ENSPPAT00000051718;0.01157;0.01343;0.8617;97.524;827;848;21;0;0;833;98.23;1;848;848;100;100;1;848;848;0;1726;4469
ENST00000086933;ENSPPAT00000047198;0.004823;0.02445;0.1973;99.057;105;106;1;0;0;105;99.06;101;206;206;51;51;1;106;106;1.93e-70;210;534
ENST00000155674;ENSPPAT00000038263;0.002337;0.01464;0.1596;99.492;392;394;2;0;0;393;99.75;1;394;394;100;100;1;394;394;0;807;2084
ENST00000155926;ENSPPAT00000041151;0.001161;0.002869;0.4047;99.709;343;344;1;0;0;343;99.71;1;344;344;100;100;1;344;344;0;708;1827
ENST00000156084;ENSPPAT00000063696;0;0.0178;0;98.592;350;355;0;1;5;350;98.59;218;572;572;62;62;1;350;350;0;731;1886
ENST00000156109;ENSPPAT00000057424;0.007084;0.00781;0.907;98.532;470;477;7;0;0;476;99.79;1;477;477;100;100;1;477;477;0;957;2474
ENST00000156471;ENSPPAT00000038113;0.001273;0.01365;0.09329;99.731;1482;1486;4;0;0;1483;99.8;1;1486;1486;100;100;1;1486;1486;0;3090;8011
ENST00000156499;ENSPPAT00000063471;0.009354;0.01005;0.9304;98.134;263;268;5;0;0;266;99.25;1;268;268;100;100;1;268;268;0;538;1385
ENST00000156626;ENSPPAT00000057794;0.005788;0.01581;0.3661;94.842;570;601;7;2;24;572;95.17;1;601;601;100;100;1;577;577;0;1169;3025
ENST00000156825;ENSPPAT00000039020;0.003076;0.007703;0.3993;100;256;256;0;0;0;256;100;5;260;260;98;98;18;273;273;0;526;1354
ENST00000157600;ENSPPAT00000044479;0.003396;0.01446;0.2348;99.317;291;293;2;0;0;291;99.32;74;366;366;80;80;1;293;293;0;605;1560
ENST00000157812;ENSPPAT00000039956;0.02164;0.04421;0.4895;96.445;407;422;12;2;3;412;97.63;1;419;419;100;100;1;422;422;0;819;2115
ENST00000158009;ENSPPAT00000032169;0.001569;0.006063;0.2588;99.692;324;325;1;0;0;324;99.69;1;325;325;100;100;1;325;325;0;664;1714
ENST00000158166;ENSPPAT00000049498;0.003705;0.01509;0.2455;99.232;517;521;4;0;0;517;99.23;1;521;521;100;100;1;521;521;0;1058;2737
ENST00000158762;ENSPPAT00000051086;0.001245;0.008962;0.1389;99.73;739;741;2;0;0;740;99.87;1;741;741;100;100;1;741;741;0;1513;3918
ENST00000158771;ENSPPAT00000035439;0;0.02573;0;100;240;240;0;0;0;240;100;1;240;240;100;100;1;240;240;1.86e-174;479;1234
ENST00000159060;ENSPPAT00000048339;0.004231;0.0182;0.2325;99.121;564;569;5;0;0;567;99.65;1;569;569;100;100;1;569;569;0;1172;3033
ENST00000159087;ENSPPAT00000044365;0.005367;0.02174;0.2469;96.948;1080;1114;16;2;18;1082;97.13;1;1114;1233;90;90;1;1096;1135;0;1933;5008
ENST00000159111;ENSPPAT00000048959;0.002733;0.01953;0.14;96.463;1091;1131;6;1;34;1092;96.55;1;1097;1097;100;100;1;1131;1131;0;2248;5824
ENST00000159647;ENSPPAT00000046583;0.002899;0.012;0.2416;92.606;526;568;3;1;39;526;92.61;77;644;644;88;88;1;529;529;0;1060;2740
ENST00000160262;ENSPPAT00000062923;0.01007;0.003541;2.845;96.396;535;555;13;1;7;537;96.76;1;548;548;100;100;1;555;555;0;1080;2794
ENST00000160298;ENSPPAT00000048844;0.002338;0.02567;0.09108;97.229;1193;1227;6;2;28;1194;97.31;51;1250;1250;96;96;1;1226;1226;0;2357;6107
ENST00000160373;ENSPPAT00000041051;0.01136;0.02486;0.4572;97.837;1628;1664;32;2;4;1637;98.38;1;1664;1664;100;100;1;1660;1660;0;3343;8667
ENST00000160382;ENSPPAT00000046106;0;0.01221;0;100;427;427;0;0;0;427;100;1;427;427;100;100;1;427;427;0;891;2303
ENST00000160827;ENSPPAT00000041172;0.00201;0.01705;0.1179;99.55;663;666;3;0;0;665;99.85;1;666;666;100;100;1;666;666;0;1344;3479
ENST00000161006;ENSPPAT00000062424;0.007138;0.0116;0.6151;98.428;313;318;5;0;0;314;98.74;1;318;318;100;100;1;318;318;0;626;1615
ENST00000161863;ENSPPAT00000020657;0.001536;0.007082;0.2169;99.651;1426;1431;5;0;0;1429;99.86;1;1431;1431;100;100;1;1431;1431;0;2962;7680
ENST00000162044;ENSPPAT00000061350;0.002166;0.007887;0.2746;99.583;478;480;2;0;0;478;99.58;1;480;480;100;100;1;480;480;0;956;2470
ENST00000162391;ENSPPAT00000056054;0.00329;0;NA;99.13;570;575;4;1;1;571;99.3;1;575;575;100;100;1;574;574;0;1153;2982
ENST00000162749;ENSPPAT00000019582;0.001787;0.0104;0.1718;99.561;454;456;2;0;0;455;99.78;1;456;456;100;100;1;456;456;0;929;2400
ENST00000163416;ENSPPAT00000053669;0.004157;0.0159;0.2614;99.18;726;732;6;0;0;729;99.59;1;732;732;100;100;1;732;732;0;1484;3841
ENST00000164024;ENSPPAT00000038898;0.003777;0.01262;0.2992;98.917;3289;3325;24;3;12;3301;99.28;1;3313;3313;100;100;1;3325;3325;0;6703;17390
ENST00000164133;ENSPPAT00000041706;0.001026;0.00784;0.1308;99.799;497;498;1;0;0;497;99.8;1;498;498;100;100;1;498;498;0;1018;2632
