query_id;subject_id;dN;dS;dNdS;perc_identity;num_ident_matches;alig_length;mismatches;gap_openings;n_gaps;pos_match;ppos;q_start;q_end;q_len;qcov;qcovhsp;s_start;s_end;s_len;evalue;bit_score;score_raw
ENST00000010404;ENSMUST00000008684;0.09627;0.9028;0.1066;82.759;120;145;25;0;0;134;92.41;1;145;156;93;93;1;145;156;1.48e-90;261;666
ENST00000011292;ENSMUST00000031806;0.09391;0.5661;0.1659;82.02;333;406;73;0;0;366;90.15;15;420;420;97;97;15;420;420;0;688;1776
ENST00000011473;ENSMUST00000076698;0.1041;0.4666;0.223;81.679;214;262;46;2;2;233;88.93;1;260;260;100;100;1;262;262;2.58e-158;441;1133
ENST00000011619;ENSMUST00000144326;0.02013;0.2782;0.07234;96.94;602;621;18;1;1;609;98.07;110;730;730;85;85;92;711;711;0;1216;3147
ENST00000011653;ENSMUST00000024044;0.3368;0.5647;0.5964;55.53;246;443;187;7;10;311;70.2;21;459;459;96;96;22;458;458;3.81e-156;451;1160
ENST00000011684;ENSMUST00000042647;0.1003;0.5152;0.1947;81.258;646;795;138;5;11;701;88.18;1;791;791;100;100;1;788;788;0;1257;3253
ENST00000011691;ENSMUST00000035113;0.09479;0.7282;0.1302;87.179;68;78;10;0;0;73;93.59;1;78;78;100;100;1;78;78;3.12e-47;145;365
ENST00000011700;ENSMUST00000185113;0.1847;0.06199;2.98;69.499;2233;3213;975;5;5;2410;75.01;1;3210;3210;100;100;1;3211;3211;0;3558;9226
ENST00000011898;ENSMUST00000032503;0.0152;0.4698;0.03235;97.083;233;240;7;0;0;239;99.58;1;240;240;100;100;1;240;240;8.9e-175;480;1236
ENST00000011989;ENSMUST00000003574;0.1151;0.6347;0.1813;79.615;414;520;106;0;0;454;87.31;1;520;521;99;99;1;520;525;0;859;2220
ENST00000012049;ENSMUST00000032566;0.09019;0.5062;0.1782;82.812;318;384;65;1;1;337;87.76;1;383;383;100;100;1;384;384;0;615;1586
ENST00000012134;ENSMUST00000015645;0.06235;0.557;0.1119;87.219;2136;2449;293;9;20;2252;91.96;1;2447;2447;100;100;1;2431;2431;0;4137;10728
ENST00000012443;ENSMUST00000003183;0.01049;0.4021;0.02608;97.8;489;500;11;0;0;495;99;1;500;500;100;100;1;500;500;0;1029;2660
ENST00000013070;ENSMUST00000046404;0.07362;0.4606;0.1599;86.854;370;426;56;0;0;392;92.02;1;426;426;100;100;1;426;426;0;736;1901
ENST00000013125;ENSMUST00000049239;0.01803;0.4932;0.03655;95.991;814;848;33;1;1;833;98.23;1;847;847;100;100;1;848;848;0;1687;4370
ENST00000013222;ENSMUST00000003569;0.327;1.215;0.2691;58.755;151;257;106;0;0;192;74.71;5;261;264;97;97;6;262;265;1.04e-108;315;808
ENST00000014914;ENSMUST00000050104;0.1551;0.6285;0.2468;76.204;269;353;81;2;3;295;83.57;6;358;358;99;99;8;357;357;0;537;1384
ENST00000014930;ENSMUST00000045855;0.07422;0.6458;0.1149;86.387;165;191;25;1;1;178;93.19;1;190;190;100;100;1;191;191;8.61e-125;350;898
ENST00000014935;ENSMUST00000019232;0.1774;0.6826;0.2599;71.119;197;277;77;1;3;224;80.87;6;282;303;91;91;25;298;315;4.57e-141;401;1030
ENST00000016171;ENSMUST00000045562;0.05537;0.434;0.1276;89.855;372;414;39;2;3;387;93.48;1;411;411;100;100;1;414;414;0;728;1879
ENST00000016913;ENSMUST00000186228;0.3919;0.6392;0.6131;52.51;136;259;119;2;4;175;67.57;2;260;268;97;97;1;255;264;1.09e-82;249;636
ENST00000017003;ENSMUST00000116349;0.03408;0.3727;0.09142;93.533;810;866;56;0;0;832;96.07;1;866;866;100;100;1;866;866;0;1627;4213
ENST00000019019;ENSMUST00000033513;0.06105;0.4195;0.1455;86.85;284;327;38;2;5;307;93.88;1;325;328;99;99;1;324;325;0;568;1463
ENST00000019103;ENSMUST00000072886;0.1306;0.461;0.2833;77.303;344;445;76;4;25;374;84.04;21;441;441;95;95;22;465;465;0;696;1795
ENST00000019317;ENSMUST00000024905;0.03727;0.4677;0.07969;91.768;602;656;47;1;7;630;96.04;1;656;656;100;100;1;649;649;0;1011;2614
ENST00000020673;ENSMUST00000096029;0.0405;0.317;0.1278;91.748;945;1030;76;4;9;964;93.59;1;1025;1025;100;100;1;1026;1026;0;1778;4605
ENST00000020926;ENSMUST00000028648;0.05921;0.413;0.1434;89.93;384;427;43;0;0;403;94.38;1;427;427;100;100;1;427;427;0;763;1971
ENST00000020945;ENSMUST00000023356;0.02126;0.4048;0.05252;95.185;257;270;12;1;1;264;97.78;1;269;269;100;100;1;270;270;0;507;1306
ENST00000022615;ENSMUST00000179233;0.01046;0.3587;0.02916;97.895;279;285;5;1;1;283;99.3;1;284;284;100;100;1;285;285;0;567;1461
ENST00000023064;ENSMUST00000032703;0.07107;0.6571;0.1082;86.885;424;488;64;0;0;464;95.08;1;488;488;100;100;1;488;488;0;860;2221
ENST00000023897;ENSMUST00000020707;0.005718;0.3925;0.01457;98.468;450;457;6;1;1;453;99.12;1;457;457;100;100;1;456;456;0;929;2402
ENST00000025008;ENSMUST00000027040;0.05446;0.3654;0.149;89.216;1423;1595;166;3;6;1502;94.17;1;1595;1595;100;100;1;1589;1589;0;2820;7311
ENST00000025301;ENSMUST00000022593;0.152;0.4163;0.3652;74.016;1410;1905;471;17;24;1579;82.89;1;1901;1902;99;99;1;1885;1896;0;2624;6802
ENST00000025399;ENSMUST00000064910;0.009893;0.4302;0.023;94.231;343;364;8;1;13;347;95.33;1;364;364;100;100;1;351;351;0;701;1809
ENST00000026218;ENSMUST00000208071;0.1002;0.6506;0.154;83.527;431;516;85;0;0;467;90.5;1;516;761;68;68;1;516;517;0;809;2089
ENST00000027335;ENSMUST00000029871;0.1333;0.5254;0.2537;79.087;658;832;170;1;4;734;88.22;2;833;833;99;99;1;828;828;0;1344;3478
ENST00000029410;ENSMUST00000064701;0.04297;0.4171;0.103;92.073;302;328;26;0;0;313;95.43;1;328;328;100;100;1;328;328;0;567;1462
ENST00000033079;ENSMUST00000040506;0.05146;0.372;0.1383;89.048;496;557;61;0;0;514;92.28;360;916;916;92;61;296;852;852;0;980;2534
ENST00000034275;ENSMUST00000002445;0.1025;0.811;0.1264;80.8;404;500;88;4;8;435;87;1;500;500;100;100;1;492;492;0;780;2015
ENST00000037243;ENSMUST00000034428;0;0.3859;0;100;118;118;0;0;0;118;100;1;118;118;100;100;1;118;118;1.17e-84;243;619
ENST00000037502;ENSMUST00000028020;0.1084;0.5168;0.2098;81.874;402;491;89;0;0;442;90.02;15;505;505;97;97;1;491;491;0;842;2175
ENST00000037869;ENSMUST00000071492;0.04552;0.3781;0.1204;89.928;125;139;14;0;0;137;98.56;1;139;139;100;100;1;139;139;5.57e-91;260;665
ENST00000038176;ENSMUST00000029910;0.04166;0.4961;0.08397;91.748;845;921;73;1;3;883;95.87;1;918;918;100;100;1;921;921;0;1776;4600
ENST00000039007;ENSMUST00000049910;0.03754;0.3862;0.09721;92.676;329;355;26;0;0;341;96.06;1;355;355;100;100;1;355;355;0;685;1767
ENST00000039989;ENSMUST00000111238;0.02233;0.4466;0.05;90.575;1086;1199;56;2;57;1117;93.16;1;1142;1142;100;100;1;1199;1199;0;2193;5682
ENST00000040584;ENSMUST00000001703;0.001617;0.1952;0.008281;99.588;242;243;1;0;0;242;99.59;1;243;243;100;100;1;243;243;0;504;1297
ENST00000040663;ENSMUST00000126435;0.0875;0.527;0.166;85.946;318;370;52;0;0;335;90.54;1;370;370;100;100;1;370;370;0;612;1579
ENST00000040738;ENSMUST00000050556;0.1846;0.5153;0.3582;67.121;2070;3084;877;34;137;2380;77.17;29;3052;3052;99;99;27;3033;3033;0;3572;9263
ENST00000040877;ENSMUST00000170518;0.1542;0.7873;0.1959;72.542;1173;1617;396;13;48;1328;82.13;1;1614;1622;99;99;1;1572;1580;0;2343;6073
ENST00000042931;ENSMUST00000059072;0.05667;0.7613;0.07443;88.258;451;511;57;2;3;468;91.59;1;510;510;100;100;1;509;509;0;878;2268
ENST00000043402;ENSMUST00000059589;0.06678;0.6966;0.09587;89.451;424;474;50;0;0;443;93.46;1;474;474;100;100;1;474;474;0;857;2215
ENST00000044462;ENSMUST00000034848;0.005602;0.4189;0.01337;98.855;259;262;3;0;0;262;100;1;262;262;100;100;1;262;262;0;536;1382
ENST00000045083;ENSMUST00000099073;0.1414;0.6413;0.2204;76.03;720;947;219;2;8;798;84.27;1;947;947;100;100;1;939;939;0;1395;3612
ENST00000046087;ENSMUST00000020413;0.1071;0.4946;0.2166;78.409;276;352;75;1;1;313;88.92;1;352;352;100;100;59;409;409;0;563;1451
ENST00000046640;ENSMUST00000006103;0.08987;0.5891;0.1525;84.239;310;368;58;0;0;338;91.85;1;368;368;100;100;1;368;368;0;632;1630
ENST00000046794;ENSMUST00000052413;0.08422;0.5366;0.1569;82.43;441;535;86;4;8;474;88.6;1;531;534;99;99;1;531;534;0;847;2188
ENST00000052569;ENSMUST00000105475;0.04001;0.5716;0.06999;90.909;400;440;32;1;8;417;94.77;24;455;455;95;95;25;464;464;0;813;2100
ENST00000052754;ENSMUST00000105287;0.1135;0.6102;0.186;80.556;290;360;65;1;5;320;88.89;1;360;360;100;100;1;355;355;0;595;1534
ENST00000053243;ENSMUST00000023140;0.2195;0.6418;0.342;63.298;119;188;61;4;8;139;73.94;4;185;185;98;98;1;186;186;2.15e-76;227;579
ENST00000053468;ENSMUST00000119945;0.1115;0.7382;0.151;81.683;165;202;37;0;0;181;89.6;1;202;202;100;100;1;202;202;7.6e-124;348;894
ENST00000053469;ENSMUST00000059348;0.04051;0.7881;0.0514;91.626;186;203;16;1;1;195;96.06;1;202;202;100;100;1;203;203;1.28e-137;383;984
ENST00000053867;ENSMUST00000049460;0.1558;0.6402;0.2433;75.253;447;594;143;3;4;504;84.85;1;594;594;100;100;14;603;603;0;908;2346
ENST00000054666;ENSMUST00000030797;0.02974;0.6713;0.0443;92.784;90;97;7;0;0;94;96.91;3;99;101;96;96;7;103;104;1.78e-51;157;398
ENST00000054950;ENSMUST00000006128;0.0201;0.4428;0.0454;94.578;314;332;12;2;6;323;97.29;1;332;332;100;100;1;326;326;0;634;1634
ENST00000055077;ENSMUST00000023867;0.0437;0.7513;0.05816;91.268;324;355;26;1;5;336;94.65;1;355;355;100;100;1;350;350;0;671;1730
ENST00000055335;ENSMUST00000150787;0.08775;0.3393;0.2586;79.044;645;816;140;9;31;694;85.05;1;800;800;100;100;1;801;801;0;1059;2738
ENST00000055682;ENSMUST00000087879;0.07212;0.346;0.2084;85.714;1302;1519;212;5;5;1395;91.84;1;1517;1517;100;100;1;1516;1516;0;2637;6836
ENST00000056217;ENSMUST00000031750;0.2231;0.5871;0.38;64.731;1048;1619;513;24;58;1179;72.82;1;1598;1598;100;100;1;1582;1582;0;1839;4764
ENST00000056233;ENSMUST00000005103;0.1737;0.522;0.3328;67.098;467;696;188;18;41;534;76.72;1;694;695;99;99;1;657;661;0;810;2091
ENST00000057513;ENSMUST00000114236;0.2394;0.6212;0.3854;56.122;110;196;66;5;20;127;64.8;9;203;326;60;60;2;178;209;1.82e-49;164;416
ENST00000060969;ENSMUST00000029447;0.0414;0.5726;0.0723;91.827;191;208;17;0;0;200;96.15;1;208;208;100;100;1;208;208;4.94e-138;385;988
ENST00000062104;ENSMUST00000109526;0.006207;0.1175;0.05281;98.78;81;82;1;0;0;82;100;1;82;82;100;100;1;82;82;6.97e-55;164;416
ENST00000064571;ENSMUST00000087950;0.01426;0.547;0.02607;96.04;194;202;5;1;3;196;97.03;1;202;202;100;100;1;199;199;3.33e-141;392;1007
ENST00000064724;ENSMUST00000046174;0.02764;0.6181;0.04472;94.231;196;208;12;0;0;205;98.56;1;208;208;100;100;1;208;208;3.65e-129;362;930
ENST00000064778;ENSMUST00000107042;0;0.1996;0;100;245;245;0;0;0;245;100;1;245;245;100;100;1;245;245;1.36e-172;475;1223
ENST00000064780;ENSMUST00000008462;0.0881;0.4535;0.1943;85.847;370;431;60;1;1;384;89.1;1;431;431;100;100;8;437;437;0;649;1674
ENST00000066544;ENSMUST00000106962;0.01275;0.2749;0.0464;96.274;801;832;24;2;7;815;97.96;1;825;825;100;100;1;832;832;0;1664;4308
ENST00000070846;ENSMUST00000039408;0.1035;0.6877;0.1505;74.49;657;882;139;11;86;711;80.61;1;882;882;100;100;1;796;796;0;1251;3236
ENST00000072516;ENSMUST00000023156;0.05856;0.472;0.1241;89.142;509;571;62;0;0;543;95.1;1;571;571;100;100;1;571;571;0;1043;2697
ENST00000072644;ENSMUST00000075693;0.06957;0.6513;0.1068;87.622;269;307;38;0;0;288;93.81;1;307;307;100;100;1;307;307;0;567;1461
ENST00000072869;ENSMUST00000140364;0.1627;0.6226;0.2613;74.598;464;622;149;3;9;513;82.48;1;622;627;99;99;1;613;618;0;920;2378
ENST00000074304;ENSMUST00000132401;0.02056;0.4397;0.04676;95.501;934;978;39;1;5;956;97.75;1;978;978;100;100;1;973;973;0;1959;5076
ENST00000075120;ENSMUST00000032476;0.09546;0.683;0.1398;82.897;412;497;82;2;3;447;89.94;1;497;497;100;100;1;494;494;0;812;2097
ENST00000075430;ENSMUST00000036229;0.1577;0.821;0.1921;76.716;626;816;161;10;29;668;81.86;1;806;868;93;93;1;797;961;0;1154;2985
ENST00000075503;ENSMUST00000049150;0.1284;0.4706;0.2728;77.83;330;424;91;2;3;367;86.56;3;423;423;99;99;7;430;430;0;637;1643
ENST00000078429;ENSMUST00000043604;0.01191;0.6546;0.01819;98.056;353;360;7;0;0;359;99.72;1;360;360;100;100;1;360;360;0;736;1901
ENST00000078445;ENSMUST00000117422;0.1743;0.8005;0.2178;70.905;329;464;123;6;12;358;77.16;1;459;462;99;99;1;457;480;0;610;1574
ENST00000078527;ENSMUST00000062118;0.1184;0.4588;0.258;80;392;490;98;0;0;426;86.94;5;494;494;99;99;5;494;494;0;791;2042
ENST00000081029;ENSMUST00000036111;0.1554;0.8641;0.1799;75.926;246;324;75;1;3;275;84.88;1;324;324;100;100;1;321;321;0;508;1307
ENST00000083182;ENSMUST00000018625;0.003314;0.4009;0.008268;99.147;581;586;5;0;0;586;100;1;586;586;100;100;1;586;586;0;1202;3110
ENST00000084795;ENSMUST00000209556;0.1541;0.1111;1.387;44.531;57;128;23;1;48;62;48.44;63;190;190;67;67;1;80;80;3.11e-21;84;206
ENST00000084798;ENSMUST00000003360;0.01541;0.383;0.04022;96.96;319;329;10;0;0;323;98.18;1;329;329;100;100;1;329;329;0;646;1666
ENST00000085219;ENSMUST00000019248;0.2843;0.7826;0.3633;59.769;517;865;320;8;28;632;73.06;9;848;848;99;99;8;869;869;0;1026;2652
ENST00000086933;ENSMUST00000012279;0.1378;0.6845;0.2013;73.659;151;205;49;3;5;159;77.56;3;206;206;99;99;15;215;215;2.37e-81;241;616
ENST00000155926;ENSMUST00000020922;0.007722;0.3713;0.0208;98.256;338;344;6;0;0;341;99.13;1;344;344;100;100;1;344;344;0;700;1807
ENST00000156084;ENSMUST00000115666;0.007384;0.417;0.01771;97.208;557;573;10;2;6;561;97.91;1;572;572;100;100;1;568;568;0;1134;2933
ENST00000156109;ENSMUST00000049896;0.1544;0.526;0.2937;75.053;355;473;104;4;14;393;83.09;19;477;477;96;96;17;489;489;0;697;1799
ENST00000156471;ENSMUST00000043160;0.02465;0.6024;0.04092;94.631;1410;1490;68;3;12;1437;96.44;1;1486;1486;100;100;1;1482;1482;0;2892;7497
ENST00000156499;ENSMUST00000056329;0.1674;0.6853;0.2442;73.413;185;252;66;1;1;208;82.54;17;268;268;94;94;1;251;251;3.68e-132;374;961
ENST00000156626;ENSMUST00000009732;0.197;0.7251;0.2716;71.338;336;471;126;4;9;374;79.41;134;601;601;78;78;63;527;527;0;649;1675
ENST00000156825;ENSMUST00000105349;0.02024;0.676;0.02994;97.447;229;235;6;0;0;234;99.57;1;235;260;90;90;1;235;254;3.13e-173;478;1230
ENST00000157600;ENSMUST00000032376;0.03968;0.562;0.0706;92.896;340;366;26;0;0;352;96.17;1;366;366;100;100;1;366;366;0;711;1836
ENST00000157812;ENSMUST00000032824;0.002319;0.3888;0.005965;99.761;418;419;1;0;0;418;99.76;1;419;419;100;100;1;419;419;0;852;2201
ENST00000158009;ENSMUST00000018988;0.1875;0.5885;0.3186;67.405;213;316;101;1;2;262;82.91;8;323;325;97;97;7;320;322;4.4e-156;440;1132
ENST00000158166;ENSMUST00000092937;0.03395;0.3922;0.08655;86.731;451;520;31;1;38;463;89.04;1;520;521;99;99;1;482;506;0;872;2254
ENST00000158762;ENSMUST00000001631;0.03767;0.4448;0.08471;93.117;690;741;51;0;0;710;95.82;1;741;741;100;100;1;741;741;0;1365;3533
ENST00000158771;ENSMUST00000143850;0.007095;0.295;0.02405;98.75;237;240;3;0;0;239;99.58;1;240;240;100;100;1;240;240;1.2e-172;475;1222
ENST00000159060;ENSMUST00000115800;0.1143;0.6282;0.182;80.668;459;569;110;0;0;506;88.93;1;569;569;100;100;1;569;569;0;983;2541
ENST00000159087;ENSMUST00000093450;0.05892;0.8282;0.07114;83.199;926;1113;127;16;60;967;86.88;1;1109;1233;90;90;1;1057;1061;0;1642;4251
ENST00000159647;ENSMUST00000161372;0.03257;0.4269;0.0763;91.291;587;643;40;4;16;598;93;1;631;644;98;98;1;639;652;0;1113;2880
ENST00000160298;ENSMUST00000207432;0.04783;0.6858;0.06975;88.327;1135;1285;110;8;40;1168;90.89;1;1250;1250;100;100;1;1280;1280;0;2098;5436
ENST00000160373;ENSMUST00000090601;0.07618;0.3653;0.2085;85.105;1417;1665;231;8;17;1511;90.75;1;1664;1664;100;100;1;1649;1649;0;2822;7315
ENST00000160382;ENSMUST00000139395;0.0009503;0.3742;0.00254;99.766;426;427;1;0;0;427;100;1;427;427;100;100;1;427;427;0;889;2298
ENST00000160713;ENSMUST00000229189;0.05309;0.4956;0.1071;90.196;138;153;15;0;0;146;95.42;1;153;153;100;100;1;153;159;4.97e-101;287;734
ENST00000160827;ENSMUST00000032915;0.1029;0.5373;0.1915;81.315;544;669;114;6;11;592;88.49;1;666;666;100;100;1;661;661;0;1070;2766
ENST00000161006;ENSMUST00000041649;0.1475;0.5995;0.246;77.815;235;302;67;0;0;258;85.43;1;302;318;95;95;1;302;308;2.15e-174;486;1250
ENST00000161559;ENSMUST00000098669;0.3095;0.4894;0.6325;57.089;302;529;218;5;9;374;70.7;1;527;527;100;100;1;522;522;0;552;1422
ENST00000161863;ENSMUST00000037763;0.01384;0.3527;0.03923;96.058;1389;1446;42;1;15;1414;97.79;1;1431;1431;100;100;1;1446;1446;0;2895;7505
ENST00000162044;ENSMUST00000002413;0.103;0.508;0.2028;82.744;398;481;82;1;1;432;89.81;1;480;480;100;100;1;481;481;0;773;1997
ENST00000162391;ENSMUST00000003238;0.04105;0.4095;0.1002;88.696;510;575;56;3;9;526;91.48;1;575;575;100;100;1;566;566;0;890;2300
ENST00000162749;ENSMUST00000032491;0.238;0.6372;0.3735;65.033;292;449;149;6;8;339;75.5;1;445;456;98;98;1;445;455;0;525;1352
ENST00000163416;ENSMUST00000021609;0.08482;0.5703;0.1487;83.243;611;734;117;6;6;670;91.28;1;732;732;100;100;1;730;730;0;1200;3105
ENST00000164024;ENSMUST00000213524;0.04043;0.4783;0.08454;92.083;3059;3322;241;7;22;3147;94.73;2;3313;3313;99;99;1;3310;3310;0;5979;15510
ENST00000164133;ENSMUST00000025695;0.005771;0.3116;0.01852;98.795;492;498;6;0;0;494;99.2;1;498;498;100;100;1;498;498;0;1006;2602
ENST00000164139;ENSMUST00000035269;0.01536;0.4882;0.03146;97.034;818;843;25;0;0;837;99.29;1;843;843;100;100;1;843;843;0;1719;4453
ENST00000164227;ENSMUST00000120537;0.101;0.5094;0.1983;81.038;359;443;78;3;6;387;87.36;1;443;455;97;97;1;437;449;0;655;1690
ENST00000164247;ENSMUST00000159186;0.005206;0.4517;0.01153;95.039;364;383;4;1;15;366;95.56;1;368;368;100;100;1;383;383;0;744;1922
ENST00000164640;ENSMUST00000002080;0.0368;0.5324;0.06914;92.268;716;776;51;3;9;737;94.97;1;770;770;100;100;1;773;773;0;1402;3630
